#TITLE,KEY,VALUE,SWMH
e_britannia,e_britannia,,Britannia
b_southampton,icelandic,,Hamvik
b_southampton,norman,,Hantonne
b_southampton,norse,,Hamvik
b_southampton,norsegaelic,,Hamvik
b_southampton,norwegian,,Hamvik
b_southampton,saxon,,Hamwic
b_southampton,swedish,,Hamvik
b_winchester,b_winchester,,Winchester
b_winchester,b_winchester_adj,,
b_winchester,anglonorse,,Wintanceaster
b_winchester,breton,,Caerwynt
b_winchester,cornish,,Caerwynt
b_winchester,cumbric,,Caerwynt
b_winchester,danish,,Wintanceaster
b_winchester,frisian,,Winsjester
b_winchester,gothic,,Wintanceaster
b_winchester,greek,,Ouenta
b_winchester,icelandic,,Wintanceaster
b_winchester,irish,,Caerwynt
b_winchester,norman,,Ouînchêtre
b_winchester,norse,,Wintanceaster
b_winchester,norsegaelic,,Wintanceaster
b_winchester,norwegian,,Wintanceaster
b_winchester,roman,,Venta Belgarum
b_winchester,saxon,,Wintanceaster
b_winchester,scottish,,Caerwynt
b_winchester,swedish,,Wintanceaster
b_winchester,welsh,,Caerwynt
b_wolvesey,b_wolvesey,,Wolvesey
b_wolvesey,b_wolvesey_adj,,
b_wolvesey,anglonorse,,Wulfeseg
b_wolvesey,saxon,,Wulfeseg
b_portchester,b_portchester,,Portchester
b_portchester,b_portchester_adj,,
b_portchester,anglonorse,,Portceaster
b_portchester,danish,,Portceaster
b_portchester,gothic,,Portceaster
b_portchester,icelandic,,Portceaster
b_portchester,norse,,Portceaster
b_portchester,norsegaelic,,Portceaster
b_portchester,norwegian,,Portceaster
b_portchester,saxon,,Portceaster
b_portchester,swedish,,Portceaster
b_andover,b_andover,,Andover
b_andover,b_andover_adj,,
b_andover,anglonorse,,Andeferas
b_andover,danish,,Andeferas
b_andover,gothic,,Andeferas
b_andover,icelandic,,Andeferas
b_andover,norse,,Andeferas
b_andover,norsegaelic,,Andeferas
b_andover,norwegian,,Andeferas
b_andover,saxon,,Andeferas
b_andover,swedish,,Andeferas
c_wiltshire,PROV23,,Wiltshire
c_wiltshire,c_wiltshire,,
c_wiltshire,c_wiltshire_adj,,Wiltshireish
c_wiltshire,anglonorse,,Wiltun
c_wiltshire,breton,,Caer Gradawc
c_wiltshire,c_wiltshire_adj_breton,,Gradawcian
c_wiltshire,cornish,,Caer Gradawc
c_wiltshire,c_wiltshire_adj_cornish,,Gradawcian
c_wiltshire,cumbric,,Caer Gradawc
c_wiltshire,c_wiltshire_adj_cumbric,,Gradawcian
c_wiltshire,danish,,Wiltun
c_wiltshire,c_wiltshire_adj_danish,,Wiltunr
c_wiltshire,gothic,,Wiltun
c_wiltshire,c_wiltshire_adj_gothic,,Wiltunr
c_wiltshire,icelandic,,Wiltun
c_wiltshire,c_wiltshire_adj_icelandic,,Wiltunr
c_wiltshire,irish,,Caer Gradawc
c_wiltshire,c_wiltshire_adj_irish,,Gradawcian
c_wiltshire,norse,,Wiltun
c_wiltshire,c_wiltshire_adj_norse,,Wiltunr
c_wiltshire,norsegaelic,,Wiltun
c_wiltshire,c_wiltshire_adj_norsegaelic,,Wiltunr
c_wiltshire,norwegian,,Wiltun
c_wiltshire,c_wiltshire_adj_norwegian,,Wiltunr
c_wiltshire,saxon,,Wiltun
c_wiltshire,c_wiltshire_adj_saxon,,Wiltunisc
c_wiltshire,scottish,,Caer Gradawc
c_wiltshire,c_wiltshire_adj_scottish,,Gradawcian
c_wiltshire,swedish,,Wiltun
c_wiltshire,c_wiltshire_adj_swedish,,Wiltunr
c_wiltshire,welsh,,Caer Gradawc
c_wiltshire,c_wiltshire_adj_welsh,,Gradawcian
b_wilton,b_wilton,,Wilton
b_wilton,b_wilton_adj,,
b_wilton,anglonorse,,Wiltun
b_wilton,danish,,Wiltun
b_wilton,gothic,,Wiltun
b_wilton,icelandic,,Wiltun
b_wilton,norse,,Wiltun
b_wilton,norsegaelic,,Wiltun
b_wilton,norwegian,,Wiltun
b_wilton,saxon,,Wiltun
b_wilton,swedish,,Wiltun
b_salisbury,b_salisbury,,Salisbury
b_salisbury,b_salisbury_adj,,
b_salisbury,anglonorse,,Niwe Searesburh
b_salisbury,breton,,Caersallog
b_salisbury,cornish,,Caersallog
b_salisbury,cumbric,,Caersallog
b_salisbury,danish,,Nyr Searesburgh
b_salisbury,gothic,,Nyr Searesborg
b_salisbury,icelandic,,Nyr Searesborg
b_salisbury,irish,,Caersallog
b_salisbury,norman,,Salesberie
b_salisbury,norse,,Nyr Searesborg
b_salisbury,norsegaelic,,Nyr Searesborg
b_salisbury,norwegian,,Nyr Searesborg
b_salisbury,saxon,,Niwe Searoburh
b_salisbury,scottish,,Caersallog
b_salisbury,swedish,,Nyr Searesborg
b_salisbury,welsh,,Caersallog
b_sarum,b_sarum,,Sarum
b_sarum,b_sarum_adj,,
b_sarum,anglonorse,,Searoburh
b_sarum,breton,,Caergradawc
b_sarum,cornish,,Caergradawc
b_sarum,cumbric,,Caergradawc
b_sarum,danish,,Searesburgh
b_sarum,gothic,,Searesborg
b_sarum,icelandic,,Searesborg
b_sarum,irish,,Caergradawc
b_sarum,norman,,Sarisburia
b_sarum,norse,,Searesborg
b_sarum,norsegaelic,,Searesborg
b_sarum,norwegian,,Searesborg
b_sarum,saxon,,Searoburh
b_sarum,scottish,,Caergradawc
b_sarum,swedish,,Searesborg
b_sarum,welsh,,Caergradawc
b_malmesbury,b_malmesbury,,Malmesbury
b_malmesbury,b_malmesbury_adj,,
b_malmesbury,anglonorse,,Malmesburh
b_malmesbury,danish,,Malmesburgh
b_malmesbury,gothic,,Malmesborg
b_malmesbury,icelandic,,Malmesborg
b_malmesbury,norse,,Malmesborg
b_malmesbury,norsegaelic,,Malmesborg
b_malmesbury,norwegian,,Malmesborg
b_malmesbury,saxon,,Malmesburh
b_malmesbury,swedish,,Malmesborg
c_wight,PROV1417,,Wight
c_wight,c_wight,,
c_wight,c_wight_adj,,Wightish
c_wight,anglonorse,,Wiht
c_wight,saxon,,Wiht
c_wight,c_wight_adj_welsh,,Weithian
b_carisbrooke,b_carisbrooke,,Carisbrooke
b_carisbrooke,b_carisbrooke_adj,,
b_carisbrooke,anglonorse,,Adrintun
b_carisbrooke,norman,,Beaucombe
b_carisbrooke,saxon,,Adrintun
c_dorset,PROV27,,Dorset
c_dorset,c_dorset,,
c_dorset,c_dorset_adj,,Dorsetian
c_dorset,anglonorse,,Dornsæte
c_dorset,breton,,Caer Durnac
c_dorset,c_dorset_adj_breton,,Durnacan
c_dorset,cornish,,Caer Durnac
c_dorset,c_dorset_adj_cornish,,Durnacan
c_dorset,cumbric,,Caer Durnac
c_dorset,c_dorset_adj_cumbric,,Durnacan
c_dorset,danish,,Dornsæte
c_dorset,c_dorset_adj_danish,,Dornsætr
c_dorset,gothic,,Dornsæte
c_dorset,c_dorset_adj_gothic,,Dornsætr
c_dorset,greek,,Durnovaria
c_dorset,icelandic,,Dornsæte
c_dorset,c_dorset_adj_icelandic,,Dornsætr
c_dorset,irish,,Caer Durnac
c_dorset,c_dorset_adj_irish,,Durnacan
c_dorset,norse,,Dornsæte
c_dorset,c_dorset_adj_norse,,Dornsætr
c_dorset,norsegaelic,,Dornsæte
c_dorset,c_dorset_adj_norsegaelic,,Dornsætr
c_dorset,norwegian,,Dornsæte
c_dorset,c_dorset_adj_norwegian,,Dornsætr
c_dorset,roman,,Durnovaria
c_dorset,saxon,,Dornsæte
c_dorset,c_dorset_adj_saxon,,Dornsætisc
c_dorset,scottish,,Caer Durnac
c_dorset,c_dorset_adj_scottish,,Durnacan
c_dorset,swedish,,Dornsæte
c_dorset,c_dorset_adj_swedish,,Dornsætr
c_dorset,welsh,,Caer Durnac
c_dorset,c_dorset_adj_welsh,,Durnacan
b_wareham,b_wareham,,Wareham
b_wareham,b_wareham_adj,,
b_wareham,anglonorse,,Werham
b_wareham,danish,,Werham
b_wareham,gothic,,Werham
b_wareham,icelandic,,Werham
b_wareham,norse,,Werham
b_wareham,norsegaelic,,Werham
b_wareham,norwegian,,Werham
b_wareham,saxon,,Werham
b_wareham,swedish,,Werham
b_corfe,b_corfe,,Corfe
b_corfe,b_corfe_adj,,
b_shaftesbury,b_shaftesbury,,Shaftesbury
b_shaftesbury,b_shaftesbury_adj,,
b_shaftesbury,anglonorse,,Scaeptesburh
b_shaftesbury,breton,,Caer Palladur
b_shaftesbury,cornish,,Caer Palladur
b_shaftesbury,cumbric,,Caer Palladur
b_shaftesbury,danish,,Scaepterburgh
b_shaftesbury,gothic,,Scaepterborg
b_shaftesbury,icelandic,,Scaepterborg
b_shaftesbury,irish,,Caer Palladur
b_shaftesbury,norman,,Scaepterbyrg
b_shaftesbury,norse,,Scaepterborg
b_shaftesbury,norsegaelic,,Scaepterborg
b_shaftesbury,norwegian,,Scaepterborg
b_shaftesbury,saxon,,Sceptesburh
b_shaftesbury,scottish,,Caer Palladur
b_shaftesbury,swedish,,Scaepterborg
b_shaftesbury,welsh,,Caer Palladur
b_dorchester,b_dorchester,,Dorchester
b_dorchester,b_dorchester_adj,,
b_dorchester,anglonorse,,Dornwaraceaster
b_dorchester,breton,,Caer Durnac
b_dorchester,cornish,,Caer Durnac
b_dorchester,cumbric,,Caer Durnac
b_dorchester,danish,,Dornwaraceaster
b_dorchester,gothic,,Dornwaraceaster
b_dorchester,greek,,Durnovaria
b_dorchester,icelandic,,Dornwaraceaster
b_dorchester,irish,,Caer Durnac
b_dorchester,norse,,Dornwaraceaster
b_dorchester,norsegaelic,,Dornwaraceaster
b_dorchester,norwegian,,Dornwaraceaster
b_dorchester,roman,,Durnovaria
b_dorchester,saxon,,Dornwaraceaster
b_dorchester,scottish,,Caer Durnac
b_dorchester,swedish,,Dornwaraceaster
b_dorchester,welsh,,Caer Durnac
b_sherborne,b_sherborne,,Sherborne
b_sherborne,b_sherborne_adj,,
b_sherborne,anglonorse,,Scirburna
b_sherborne,danish,,Scirburna
b_sherborne,gothic,,Scirburna
b_sherborne,icelandic,,Scirburna
b_sherborne,norse,,Scirburna
b_sherborne,norsegaelic,,Scirburna
b_sherborne,norwegian,,Scirburna
b_sherborne,saxon,,Scirburna
b_sherborne,swedish,,Scirburna
c_somerset,PROV28,,Somerset
c_somerset,c_somerset,,
c_somerset,c_somerset_adj,,Somersetian
c_somerset,anglonorse,,Sumorsæte
c_somerset,breton,,Glastenning
c_somerset,c_somerset_adj_breton,,Glastenningian
c_somerset,cornish,,Glastenning
c_somerset,c_somerset_adj_cornish,,Glastenningian
c_somerset,cumbric,,Glastenning
c_somerset,c_somerset_adj_cumbric,,Glastenningian
c_somerset,danish,,Sumorsæte
c_somerset,c_somerset_adj_danish,,Sumorsætr
c_somerset,gothic,,Sumorsæte
c_somerset,c_somerset_adj_gothic,,Sumorsætr
c_somerset,icelandic,,Sumorsæte
c_somerset,c_somerset_adj_icelandic,,Sumorsætr
c_somerset,irish,,Glastenning
c_somerset,c_somerset_adj_irish,,Glastenningian
c_somerset,norse,,Sumorsæte
c_somerset,c_somerset_adj_norse,,Sumorsætr
c_somerset,norsegaelic,,Sumorsæte
c_somerset,c_somerset_adj_norsegaelic,,Sumorsætr
c_somerset,norwegian,,Sumorsæte
c_somerset,c_somerset_adj_norwegian,,Sumorsætr
c_somerset,saxon,,Sumorsæte
c_somerset,c_somerset_adj_saxon,,Sumorsætisc
c_somerset,scottish,,Glastenning
c_somerset,c_somerset_adj_scottish,,Glastenningian
c_somerset,swedish,,Sumorsæte
c_somerset,c_somerset_adj_swedish,,Sumorsætr
c_somerset,welsh,,Glastenning
c_somerset,c_somerset_adj_welsh,,Glastenningian
b_somerton,b_somerton,,Somerton
b_somerton,b_somerton_adj,,
b_somerton,anglonorse,,Sumortun
b_somerton,danish,,Sumortün
b_somerton,gothic,,Sumortün
b_somerton,icelandic,,Sumortün
b_somerton,norman,,Sumertone
b_somerton,norse,,Sumortün
b_somerton,norsegaelic,,Sumortün
b_somerton,norwegian,,Sumortün
b_somerton,saxon,,Sumortun
b_somerton,swedish,,Sumortün
b_bath,b_bath,,Bath
b_bath,b_bath_adj,,
b_bath,anglonorse,,Baðum
b_bath,breton,,Caer Faddon
b_bath,cornish,,Caer Faddon
b_bath,cumbric,,Caer Faddon
b_bath,danish,,Baðum
b_bath,gothic,,Baðum
b_bath,icelandic,,Baðum
b_bath,irish,,Caer Faddon
b_bath,norman,,Ba
b_bath,norse,,Baðum
b_bath,norsegaelic,,Baðum
b_bath,norwegian,,Baðum
b_bath,saxon,,Bathum
b_bath,scottish,,Caer Faddon
b_bath,swedish,,Baðum
b_bath,welsh,,Caer Faddon
b_wells,b_wells,,Wells
b_wells,b_wells_adj,,
b_wells,anglonorse,,Wiells
b_wells,danish,,Wiells
b_wells,gothic,,Wiells
b_wells,icelandic,,Wiells
b_wells,norman,,Welle
b_wells,norse,,Wiells
b_wells,norsegaelic,,Wiells
b_wells,norwegian,,Wiells
b_wells,saxon,,Wiells
b_wells,swedish,,Wiells
b_taunton,b_taunton,,Taunton
b_taunton,b_taunton_adj,,
b_taunton,anglonorse,,Tauntun
b_taunton,danish,,Tauntun
b_taunton,gothic,,Tauntun
b_taunton,icelandic,,Tauntun
b_taunton,norse,,Tauntun
b_taunton,norsegaelic,,Tauntun
b_taunton,norwegian,,Tauntun
b_taunton,saxon,,Tonetun
b_taunton,swedish,,Tauntun
b_ilchester,b_ilchester,,Ilchester
b_ilchester,b_ilchester_adj,,
b_ilchester,anglonorse,,Ilceaster
b_ilchester,danish,,Ilceaster
b_ilchester,gothic,,Ilceaster
b_ilchester,icelandic,,Ilceaster
b_ilchester,norse,,Ilceaster
b_ilchester,norsegaelic,,Ilceaster
b_ilchester,norwegian,,Ilceaster
b_ilchester,saxon,,Ilceaster
b_ilchester,swedish,,Ilceaster
c_berks,PROV973,,Bearroc
c_berks,c_berks,,
c_berks,c_berks_adj,,Berkshireish
b_abingdon,b_abingdon,,Abingdon
b_abingdon,b_abingdon_adj,,
b_abingdon,anglonorse,,Æbbandun
b_abingdon,danish,,Æbbandün
b_abingdon,gothic,,Æbbandün
b_abingdon,icelandic,,Æbbandün
b_abingdon,norse,,Æbbandün
b_abingdon,norsegaelic,,Æbbandün
b_abingdon,norwegian,,Æbbandün
b_abingdon,saxon,,Æbbandun
b_abingdon,swedish,,Æbbandün
b_wallingford,b_wallingford,,Wallingford
b_wallingford,b_wallingford_adj,,
b_wallingford,anglonorse,,Wallingaforda
b_wallingford,saxon,,Wallingaforda
b_windsor,b_windsor,,Windsor
b_windsor,b_windsor_adj,,
b_windsor,anglonorse,,Windlesora
b_windsor,danish,,Windlesora
b_windsor,gothic,,Windlesora
b_windsor,icelandic,,Windlesora
b_windsor,norse,,Windlesora
b_windsor,norsegaelic,,Windlesora
b_windsor,norwegian,,Windlesora
b_windsor,saxon,,Windlesora
b_windsor,swedish,,Windlesora
b_reading,b_reading,,Reading
b_reading,b_reading_adj,,
b_reading,anglonorse,,Readingum
b_reading,danish,,Readingum
b_reading,gothic,,Readingum
b_reading,icelandic,,Readingum
b_reading,norse,,Readingum
b_reading,norsegaelic,,Readingum
b_reading,norwegian,,Readingum
b_reading,saxon,,Readingas
b_reading,swedish,,Readingum
d_canterbury,d_canterbury,,Kent
d_canterbury,d_canterbury_adj,,Kentish
d_canterbury,anglonorse,,Cent
d_canterbury,d_canterbury_adj_anglonorse,,Centisc
d_canterbury,breton,,Ceint
d_canterbury,d_canterbury_adj_breton,,Ceintan
d_canterbury,cornish,,Ceint
d_canterbury,d_canterbury_adj_cornish,,Ceintan
d_canterbury,d_canterbury_adj_cumbric,,Ceintan
d_canterbury,danish,,Cent
d_canterbury,d_canterbury_adj_danish,,Centr
d_canterbury,english,,Surrey
d_canterbury,d_canterbury_adj_english,,Surreyian
d_canterbury,gothic,,Cent
d_canterbury,d_canterbury_adj_gothic,,Centr
d_canterbury,icelandic,,Cent
d_canterbury,d_canterbury_adj_icelandic,,Centr
d_canterbury,irish,,Ceint
d_canterbury,d_canterbury_adj_irish,,Ceintan
d_canterbury,norse,,Cent
d_canterbury,d_canterbury_adj_norse,,Centr
d_canterbury,norsegaelic,,Cent
d_canterbury,d_canterbury_adj_norsegaelic,,Centr
d_canterbury,norwegian,,Cent
d_canterbury,d_canterbury_adj_norwegian,,Centr
d_canterbury,saxon,,Cent
d_canterbury,d_canterbury_adj_saxon,,Centisc
d_canterbury,scottish,,Ceint
d_canterbury,d_canterbury_adj_scottish,,Ceintan
d_canterbury,swedish,,Cent
d_canterbury,d_canterbury_adj_swedish,,Centr
d_canterbury,welsh,,Ceint
d_canterbury,d_canterbury_adj_welsh,,Ceintan
c_kent,PROV73,,Kent
c_kent,c_kent,,
c_kent,c_kent_adj,,Kentish
c_kent,anglonorse,,Cent
c_kent,breton,,Ceint
c_kent,c_kent_adj_breton,,Ceintish
c_kent,cornish,,Ceint
c_kent,c_kent_adj_cornish,,Ceintish
c_kent,cumbric,,Ceint
c_kent,c_kent_adj_cumbric,,Ceintish
c_kent,danish,,Cent
c_kent,c_kent_adj_danish,,Centr
c_kent,gothic,,Cent
c_kent,c_kent_adj_gothic,,Centr
c_kent,icelandic,,Cent
c_kent,c_kent_adj_icelandic,,Centr
c_kent,irish,,Ceint
c_kent,c_kent_adj_irish,,Ceintish
c_kent,norse,,Cent
c_kent,c_kent_adj_norse,,Centr
c_kent,norsegaelic,,Cent
c_kent,c_kent_adj_norsegaelic,,Centr
c_kent,norwegian,,Cent
c_kent,c_kent_adj_norwegian,,Centr
c_kent,saxon,,Cent
c_kent,c_kent_adj_saxon,,Centisc
c_kent,scottish,,Ceint
c_kent,c_kent_adj_scottish,,Ceintish
c_kent,swedish,,Cent
c_kent,c_kent_adj_swedish,,Centr
c_kent,welsh,,Ceint
c_kent,c_kent_adj_welsh,,Ceintish
b_dover,b_dover,,Dover
b_dover,b_dover_adj,,
b_canterbury,b_canterbury,,Canterbury
b_canterbury,b_canterbury_adj,,
b_canterbury,anglonorse,,Cantawaraburh
b_canterbury,breton,,Caergaint
b_canterbury,cornish,,Caergaint
b_canterbury,cumbric,,Caergaint
b_canterbury,danish,,Cantawaraburgh
b_canterbury,gothic,,Cantawaraborg
b_canterbury,icelandic,,Cantawaraborg
b_canterbury,irish,,Caergaint
b_canterbury,norman,,Cantorbiéthe
b_canterbury,norse,,Cantawaraborg
b_canterbury,norsegaelic,,Cantawaraborg
b_canterbury,norwegian,,Cantawaraborg
b_canterbury,saxon,,Cantawaraburh
b_canterbury,scottish,,Caergaint
b_canterbury,swedish,,Cantawaraborg
b_canterbury,welsh,,Caergaint
b_lympne,b_lympne,,Lympne
b_lympne,b_lympne_adj,,
b_lympne,anglonorse,,Stutfall
b_lympne,danish,,Stutfall
b_lympne,gothic,,Stutfall
b_lympne,icelandic,,Stutfall
b_lympne,norse,,Stutfall
b_lympne,norsegaelic,,Stutfall
b_lympne,norwegian,,Stutfall
b_lympne,saxon,,Stutfall
b_lympne,swedish,,Stutfall
b_rochester,b_rochester,,Rochester
b_rochester,b_rochester_adj,,
b_rochester,anglonorse,,Hrofesceaster
b_rochester,danish,,Hrofescester
b_rochester,gothic,,Hrofescester
b_rochester,icelandic,,Hrofescester
b_rochester,norman,,Rovescester
b_rochester,norse,,Hrofescester
b_rochester,norsegaelic,,Hrofescester
b_rochester,norwegian,,Hrofescester
b_rochester,saxon,,Hrofesceaster
b_rochester,swedish,,Hrofescester
b_sandwich,b_sandwich,,Sandwich
b_sandwich,b_sandwich_adj,,
b_sandwich,anglonorse,,Sandwic
b_sandwich,danish,,Sandwïc
b_sandwich,gothic,,Sandwïc
b_sandwich,icelandic,,Sandwïc
b_sandwich,norse,,Sandwïc
b_sandwich,norsegaelic,,Sandwïc
b_sandwich,norwegian,,Sandwïc
b_sandwich,saxon,,Sandwic
b_sandwich,swedish,,Sandwïc
b_saltwood,b_saltwood,,Saltwood
b_saltwood,b_saltwood_adj,,
c_surrey,PROV24,,Surrey
c_surrey,c_surrey,,
c_surrey,c_surrey_adj,,Surreyian
c_surrey,anglonorse,,Suthrige
c_surrey,danish,,Suðríki
c_surrey,c_surrey_adj_danish,,Suðríkir
c_surrey,gothic,,Suðríki
c_surrey,c_surrey_adj_gothic,,Suðríkir
c_surrey,icelandic,,Suðríki
c_surrey,c_surrey_adj_icelandic,,Suðríkir
c_surrey,norse,,Suðríki
c_surrey,c_surrey_adj_norse,,Suðrîkir
c_surrey,norsegaelic,,Suðríki
c_surrey,c_surrey_adj_norsegaelic,,Suðríkir
c_surrey,norwegian,,Suðríki
c_surrey,c_surrey_adj_norwegian,,Suðríkir
c_surrey,saxon,,Suthrige
c_surrey,c_surrey_adj_saxon,,Süþrïgisc
c_surrey,swedish,,Suðríki
c_surrey,c_surrey_adj_swedish,,Suðríkir
b_southwark,b_southwark,,Southwark
b_southwark,b_southwark_adj,,
b_southwark,anglonorse,,Suthriganaweorc
b_southwark,danish,,Suthriganaweorc
b_southwark,gothic,,Suthriganaweorc
b_southwark,icelandic,,Suthriganaweorc
b_southwark,norman,,Sudweca
b_southwark,norse,,Suthriganaweorc
b_southwark,norsegaelic,,Suthriganaweorc
b_southwark,norwegian,,Suthriganaweorc
b_southwark,saxon,,Suthriganaweorc
b_southwark,swedish,,Suthriganaweorc
b_guildford,b_guildford,,Guildford
b_guildford,b_guildford_adj,,
b_guildford,anglonorse,,Gildaforda
b_guildford,danish,,Geldeford
b_guildford,gothic,,Geldeford
b_guildford,icelandic,,Geldeford
b_guildford,norman,,Gildeford
