#TITLE,KEY,VALUE,SWMH
d_aegean_islands,d_aegean_islands,,Aigaiou Pelàgous
d_paphlagonia,dalmatian,,Paphlagonia
d_paphlagonia,frankish,,Paphlagonie
d_paphlagonia,italian,,Paphlagonia
d_paphlagonia,ligurian,,Paphlagonia
d_paphlagonia,neapolitan,,Paphlagonia
d_paphlagonia,norman,,Paphlagonie
d_paphlagonia,oghuz,,Kastamoni
d_paphlagonia,d_paphlagonia_adj_oghuz,,Kastamûniyyan
d_paphlagonia,sardinian,,Paphlagonia
d_paphlagonia,sicilian,,Paphlagonia
d_paphlagonia,southern_italian,,Paphlagonia
d_paphlagonia,turkish,,Kastamoni
d_paphlagonia,d_paphlagonia_adj_turkish,,Kastamûniyyan
d_paphlagonia,turkmen,,Kastamoni
d_paphlagonia,d_paphlagonia_adj_turkmen,,Kastamûniyyan
d_paphlagonia,tuscan,,Paphlagonia
d_paphlagonia,venetian,,Paphlagonia
c_paphlagonia,PROV751,,Paphlagonia
c_paphlagonia,c_paphlagonia,,
c_paphlagonia,c_paphlagonia_adj,,Paphlagonian
c_paphlagonia,central_italian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_central_italian,,Paphlagonian
c_paphlagonia,corsican,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_corsican,,Paphlagonian
c_paphlagonia,dalmatian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_dalmatian,,Paphlagonian
c_paphlagonia,frankish,,Paphlagonie
c_paphlagonia,c_paphlagonia_adj_frankish,,Paphlagonian
c_paphlagonia,italian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_italian,,Paphlagonian
c_paphlagonia,ligurian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_ligurian,,Paphlagonian
c_paphlagonia,neapolitan,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_neapolitan,,Paphlagonian
c_paphlagonia,norman,,Paphlagonie
c_paphlagonia,c_paphlagonia_adj_norman,,Paphlagonian
c_paphlagonia,oghuz,,Kastamoni
c_paphlagonia,c_paphlagonia_adj_oghuz,,Kastamûniyyan
c_paphlagonia,sardinian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_sardinian,,Paphlagonian
c_paphlagonia,sicilian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_sicilian,,Paphlagonian
c_paphlagonia,southern_italian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_southern_italian,,Paphlagonian
c_paphlagonia,turkish,,Kastamoni
c_paphlagonia,c_paphlagonia_adj_turkish,,Kastamûniyyan
c_paphlagonia,turkmen,,Kastamoni
c_paphlagonia,c_paphlagonia_adj_turkmen,,Kastamûniyyan
c_paphlagonia,tuscan,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_tuscan,,Paphlagonian
c_paphlagonia,venetian,,Paphlagonia
c_paphlagonia,c_paphlagonia_adj_venetian,,Paphlagonian
b_kastamonu,b_kastamonu,,Kastra Komnenon
b_kastamonu,b_kastamonu_adj,,
b_kastamonu,central_italian,,Castra Comneni
b_kastamonu,corsican,,Castra Comneni
b_kastamonu,dalmatian,,Castra Comneni
b_kastamonu,frankish,,Castra Comnene
b_kastamonu,italian,,Castra Comneni
b_kastamonu,ligurian,,Castra Comneni
b_kastamonu,neapolitan,,Castra Comneni
b_kastamonu,norman,,Castra Comnene
b_kastamonu,oghuz,,Kastamoni
b_kastamonu,sardinian,,Castra Comneni
b_kastamonu,sicilian,,Castra Comneni
b_kastamonu,southern_italian,,Castra Comneni
b_kastamonu,turkish,,Kastamoni
b_kastamonu,turkmen,,Kastamoni
b_kastamonu,tuscan,,Castra Comneni
b_kastamonu,venetian,,Castra Comneni
b_dadybra,b_dadybra,,Dadybra
b_dadybra,b_dadybra_adj,,
b_dadybra,oghuz,,Borlî
b_dadybra,turkish,,Borlî
b_dadybra,turkmen,,Borlî
b_pompeiopolis,b_pompeiopolis,,Pompeioupolis
b_pompeiopolis,b_pompeiopolis_adj,,
b_pompeiopolis,oghuz,,Tasköprü
b_pompeiopolis,turkish,,Tasköprü
b_pompeiopolis,turkmen,,Tasköprü
c_amastris,PROV1327,,Amastris
c_amastris,c_amastris,,
c_amastris,c_amastris_adj,,Amastrian
c_amastris,oghuz,,Amasra
c_amastris,c_amastris_adj_oghuz,,Amasran
c_amastris,turkish,,Amasra
c_amastris,c_amastris_adj_turkish,,Amasran
c_amastris,turkmen,,Amasra
c_amastris,c_amastris_adj_turkmen,,Amasran
b_amastris,b_amastris,,Amastris
b_amastris,b_amastris_adj,,
b_amastris,oghuz,,Amasra
b_amastris,turkish,,Amasra
b_amastris,turkmen,,Amasra
b_ionopolis,b_ionopolis,,Ionopolis
b_ionopolis,b_ionopolis_adj,,
b_ionopolis,oghuz,,Inebolu
b_ionopolis,turkish,,Inebolu
b_ionopolis,turkmen,,Inebolu
b_parthenios,b_parthenios,,Parthenios
b_parthenios,b_parthenios_adj,,
b_parthenios,oghuz,,Bartûnî
b_parthenios,turkish,,Bartûnî
b_parthenios,turkmen,,Bartûnî
c_gangra,PROV1234,,Gangra
c_gangra,c_gangra,,
c_gangra,c_gangra_adj,,Gangrian
c_gangra,oghuz,,Çankiri
c_gangra,c_gangra_adj_oghuz,,Çankiran
c_gangra,turkish,,Çankiri
c_gangra,c_gangra_adj_turkish,,Çankiran
c_gangra,turkmen,,Çankiri
c_gangra,c_gangra_adj_turkmen,,Çankiran
b_gangra,b_gangra,,Gangra
b_gangra,b_gangra_adj,,
b_gangra,oghuz,,Çankiri
b_gangra,turkish,,Çankiri
b_gangra,turkmen,,Çankiri
b_dokeia,b_dokeia,,Dokeia
b_dokeia,b_dokeia_adj,,
b_dokeia,oghuz,,Tosya
b_dokeia,turkish,,Tosya
b_dokeia,turkmen,,Tosya
d_boukellarion,d_boukellarion,,Boukellarion
d_boukellarion,d_boukellarion_adj,,Boukellarian
d_boukellarion,frankish,,Bucellaires
d_boukellarion,d_boukellarion_adj_frankish,,Bucellairan
d_boukellarion,norman,,Bucellaires
d_boukellarion,d_boukellarion_adj_norman,,Bucellairan
d_boukellarion,oghuz,,Engürü
d_boukellarion,d_boukellarion_adj_oghuz,,Engüran
d_boukellarion,turkish,,Engürü
d_boukellarion,d_boukellarion_adj_turkish,,Engüran
d_boukellarion,turkmen,,Engürü
d_boukellarion,d_boukellarion_adj_turkmen,,Engüran
c_herakleia,PROV740,,Herakleia
c_herakleia,c_herakleia,,
c_herakleia,c_herakleia_adj,,Herakleian
c_herakleia,central_italian,,Heraclea
c_herakleia,c_herakleia_adj_central_italian,,Heraclean
c_herakleia,corsican,,Heraclea
c_herakleia,c_herakleia_adj_corsican,,Heraclean
c_herakleia,dalmatian,,Heraclea
c_herakleia,c_herakleia_adj_dalmatian,,Heraclean
c_herakleia,frankish,,Héraclée
c_herakleia,c_herakleia_adj_frankish,,Héracléan
c_herakleia,italian,,Heraclea
c_herakleia,c_herakleia_adj_italian,,Heraclean
c_herakleia,ligurian,,Heraclea
c_herakleia,c_herakleia_adj_ligurian,,Heraclean
c_herakleia,neapolitan,,Heraclea
c_herakleia,c_herakleia_adj_neapolitan,,Heraclean
c_herakleia,norman,,Héraclée
c_herakleia,c_herakleia_adj_norman,,Héracléan
c_herakleia,oghuz,,Eregli
c_herakleia,c_herakleia_adj_oghuz,,Ereglian
c_herakleia,sardinian,,Heraclea
c_herakleia,c_herakleia_adj_sardinian,,Heraclean
c_herakleia,sicilian,,Heraclea
c_herakleia,c_herakleia_adj_sicilian,,Heraclean
c_herakleia,southern_italian,,Heraclea
c_herakleia,c_herakleia_adj_southern_italian,,Heraclean
c_herakleia,turkish,,Eregli
c_herakleia,c_herakleia_adj_turkish,,Ereglian
c_herakleia,turkmen,,Eregli
c_herakleia,c_herakleia_adj_turkmen,,Ereglian
c_herakleia,tuscan,,Heraclea
c_herakleia,c_herakleia_adj_tuscan,,Heraclean
c_herakleia,venetian,,Heraclea
c_herakleia,c_herakleia_adj_venetian,,Heraclean
b_herakleia,b_herakleia,,Herakleia Pontike
b_herakleia,b_herakleia_adj,,
b_herakleia,central_italian,,Heraclea
b_herakleia,corsican,,Heraclea
b_herakleia,dalmatian,,Heraclea
b_herakleia,frankish,,Héraclée
b_herakleia,italian,,Heraclea
b_herakleia,ligurian,,Heraclea
b_herakleia,neapolitan,,Heraclea
b_herakleia,norman,,Héraclée
b_herakleia,oghuz,,Eregli
b_herakleia,sardinian,,Heraclea
b_herakleia,sicilian,,Heraclea
b_herakleia,southern_italian,,Heraclea
b_herakleia,turkish,,Eregli
b_herakleia,turkmen,,Eregli
b_herakleia,tuscan,,Heraclea
b_herakleia,venetian,,Heraclea
b_tion,b_tion,,Tion
b_tion,b_tion_adj,,
b_tion,oghuz,,Filyos
b_tion,turkish,,Filyos
b_tion,turkmen,,Filyos
b_prousias,b_prousias,,Prousias
b_prousias,b_prousias_adj,,
b_prousias,oghuz,,Düzce
b_prousias,turkish,,Düzce
b_prousias,turkmen,,Düzce
c_vithynion,PROV1070,,Vithynion
c_vithynion,c_vithynion,,
c_vithynion,c_vithynion_adj,,Bithynian
c_vithynion,central_italian,,Claudiopolis
c_vithynion,c_vithynion_adj_central_italian,,Claudiopolitan
c_vithynion,corsican,,Claudiopolis
c_vithynion,c_vithynion_adj_corsican,,Claudiopolitan
c_vithynion,dalmatian,,Claudiopolis
c_vithynion,c_vithynion_adj_dalmatian,,Claudiopolitan
c_vithynion,frankish,,Claudiopolis
c_vithynion,c_vithynion_adj_frankish,,Claudiopolitan
c_vithynion,italian,,Claudiopolis
c_vithynion,c_vithynion_adj_italian,,Claudiopolitan
c_vithynion,ligurian,,Claudiopolis
c_vithynion,c_vithynion_adj_ligurian,,Claudiopolitan
c_vithynion,neapolitan,,Claudiopolis
c_vithynion,c_vithynion_adj_neapolitan,,Claudiopolitan
c_vithynion,norman,,Claudiopolis
c_vithynion,c_vithynion_adj_norman,,Claudiopolitan
c_vithynion,oghuz,,Bôlî
c_vithynion,c_vithynion_adj_oghuz,,Bôlîan
c_vithynion,sardinian,,Claudiopolis
c_vithynion,c_vithynion_adj_sardinian,,Claudiopolitan
c_vithynion,sicilian,,Claudiopolis
c_vithynion,c_vithynion_adj_sicilian,,Claudiopolitan
c_vithynion,southern_italian,,Claudiopolis
c_vithynion,c_vithynion_adj_southern_italian,,Claudiopolitan
c_vithynion,turkish,,Bôlî
c_vithynion,c_vithynion_adj_turkish,,Bôlîan
c_vithynion,turkmen,,Bôlî
c_vithynion,c_vithynion_adj_turkmen,,Bôlîan
c_vithynion,tuscan,,Claudiopolis
c_vithynion,c_vithynion_adj_tuscan,,Claudiopolitan
c_vithynion,venetian,,Claudiopolis
c_vithynion,c_vithynion_adj_venetian,,Claudiopolitan
b_modrene,b_modrene,,Modrene
b_modrene,b_modrene_adj,,
b_modrene,oghuz,,Muturnu
b_modrene,turkish,,Muturnu
b_modrene,turkmen,,Muturnu
b_flaviopolis,b_flaviopolis,,Flavioupolis
b_flaviopolis,b_flaviopolis_adj,,
b_flaviopolis,oghuz,,Geredei Bolî
b_flaviopolis,turkish,,Geredei Bolî
b_flaviopolis,turkmen,,Geredei Bolî
b_klaudiopolis,b_klaudiopolis,,Klaudioupolis
b_klaudiopolis,b_klaudiopolis_adj,,
b_klaudiopolis,central_italian,,Claudiopolis
b_klaudiopolis,corsican,,Claudiopolis
b_klaudiopolis,dalmatian,,Claudiopolis
b_klaudiopolis,frankish,,Claudiopolis
b_klaudiopolis,italian,,Claudiopolis
b_klaudiopolis,ligurian,,Claudiopolis
b_klaudiopolis,neapolitan,,Claudiopolis
b_klaudiopolis,norman,,Claudiopolis
b_klaudiopolis,oghuz,,Bôlî
b_klaudiopolis,sardinian,,Claudiopolis
b_klaudiopolis,sicilian,,Claudiopolis
b_klaudiopolis,southern_italian,,Claudiopolis
b_klaudiopolis,turkish,,Bôlî
b_klaudiopolis,turkmen,,Bôlî
b_klaudiopolis,tuscan,,Claudiopolis
b_klaudiopolis,venetian,,Claudiopolis
c_ankyra,PROV753,,Ankyra
c_ankyra,c_ankyra,,
c_ankyra,c_ankyra_adj,,Ancyran
c_ankyra,oghuz,,Engürü
c_ankyra,c_ankyra_adj_oghuz,,Engüriyyan
c_ankyra,turkish,,Engürü
c_ankyra,c_ankyra_adj_turkish,,Engüriyyan
c_ankyra,turkmen,,Engürü
c_ankyra,c_ankyra_adj_turkmen,,Engüriyyan
b_ankyra,b_ankyra,,Ankyra
b_ankyra,b_ankyra_adj,,
b_ankyra,oghuz,,Engürü
b_ankyra,turkish,,Engürü
b_ankyra,turkmen,,Engürü
b_anastasiopolis,b_anastasiopolis,,Lagania
b_anastasiopolis,b_anastasiopolis_adj,,
b_anastasiopolis,central_italian,,Anastasiopolis
b_anastasiopolis,corsican,,Anastasiopolis
b_anastasiopolis,dalmatian,,Anastasiopolis
b_anastasiopolis,frankish,,Anastasiopolis
b_anastasiopolis,italian,,Anastasiopolis
b_anastasiopolis,ligurian,,Anastasiopolis
b_anastasiopolis,neapolitan,,Anastasiopolis
b_anastasiopolis,norman,,Anastasiopolis
b_anastasiopolis,oghuz,,Beg Pazari
b_anastasiopolis,sardinian,,Anastasiopolis
b_anastasiopolis,sicilian,,Anastasiopolis
b_anastasiopolis,southern_italian,,Anastasiopolis
b_anastasiopolis,turkish,,Beg Pazari
b_anastasiopolis,turkmen,,Beg Pazari
b_anastasiopolis,tuscan,,Anastasiopolis
b_anastasiopolis,venetian,,Anastasiopolis
b_iuliopolis,b_iuliopolis,,Basilaion
b_iuliopolis,b_iuliopolis_adj,,
b_iuliopolis,central_italian,,Iuliopolis
b_iuliopolis,corsican,,Iuliopolis
b_iuliopolis,dalmatian,,Iuliopolis
b_iuliopolis,frankish,,Iuliopolis
b_iuliopolis,italian,,Iuliopolis
b_iuliopolis,ligurian,,Iuliopolis
b_iuliopolis,neapolitan,,Iuliopolis
b_iuliopolis,norman,,Iuliopolis
b_iuliopolis,oghuz,,Karahisar-i Nalli
b_iuliopolis,sardinian,,Iuliopolis
b_iuliopolis,sicilian,,Iuliopolis
b_iuliopolis,southern_italian,,Iuliopolis
b_iuliopolis,turkish,,Karahisar-i Nalli
b_iuliopolis,turkmen,,Karahisar-i Nalli
b_iuliopolis,tuscan,,Iuliopolis
b_iuliopolis,venetian,,Iuliopolis
b_haymana,b_haymana,,Haymana
b_haymana,b_haymana_adj,,
b_haymana,oghuz,,Haymanateyn
b_haymana,turkish,,Haymanateyn
b_haymana,turkmen,,Haymanateyn
d_samos,d_samos,,Samou
d_samos,d_samos_adj,,Samian
d_samos,oghuz,,Izmir
d_samos,d_samos_adj_oghuz,,Izmiran
d_samos,turkish,,Aydin
d_samos,d_samos_adj_turkish,,Aydinan
d_samos,turkmen,,Izmir
d_samos,d_samos_adj_turkmen,,Izmiran
c_adramyttion,PROV1344,,Aiolía
c_adramyttion,c_adramyttion,,
c_adramyttion,c_adramyttion_adj,,Aiolían
c_adramyttion,oghuz,,Edremit
c_adramyttion,c_adramyttion_adj_oghuz,,Edremitan
c_adramyttion,turkish,,Edremit
c_adramyttion,c_adramyttion_adj_turkish,,Edremitan
c_adramyttion,turkmen,,Edremit
c_adramyttion,c_adramyttion_adj_turkmen,,Edremitan
b_adramyttion,b_adramyttion,,Adramýttion
b_adramyttion,b_adramyttion_adj,,
b_adramyttion,oghuz,,Edremit
b_adramyttion,turkish,,Edremit
b_adramyttion,turkmen,,Edremit
b_pergamon,b_pergamon,,Pergamon
b_pergamon,b_pergamon_adj,,
b_pergamon,frankish,,Pergame
b_pergamon,norman,,Pergame
b_pergamon,oghuz,,Bergama
b_pergamon,turkish,,Bergama
b_pergamon,turkmen,,Bergama
b_antandros,b_antandros,,Antandros
b_antandros,b_antandros_adj,,
b_antandros,oghuz,,Papazli
b_antandros,turkish,,Papazli
b_antandros,turkmen,,Papazli
b_pitane,b_pitane,,Pitane
b_pitane,b_pitane_adj,,
b_pitane,oghuz,,Candarli
b_pitane,turkish,,Candarli
b_pitane,turkmen,,Candarli
c_ephesos,PROV746,,Ionía
c_ephesos,c_ephesos,,
c_ephesos,c_ephesos_adj,,Ionían
c_ephesos,oghuz,,Aydin
c_ephesos,c_ephesos_adj_oghuz,,Aydinian
c_ephesos,turkish,,Aydin
c_ephesos,c_ephesos_adj_turkish,,Aydinian
c_ephesos,turkmen,,Aydin
c_ephesos,c_ephesos_adj_turkmen,,Aydinian
b_ephesos,b_ephesos,,Ephesos
b_ephesos,b_ephesos_adj,,
b_ephesos,oghuz,,Ayasoluk
b_ephesos,turkish,,Ayasoluk
b_ephesos,turkmen,,Ayasoluk
b_miletos,b_miletos,,Miletos
b_miletos,b_miletos_adj,,
b_miletos,oghuz,,Milet
b_miletos,turkish,,Milet
b_miletos,turkmen,,Milet
b_lebedos,b_lebedos,,Lebedos
b_lebedos,b_lebedos_adj,,
b_lebedos,oghuz,,Sivri Hisar
b_lebedos,turkish,,Sivri Hisar
b_lebedos,turkmen,,Sivri Hisar
b_tralleis,b_tralleis,,Tralleis
b_tralleis,b_tralleis_adj,,
b_tralleis,oghuz,,Aydin
